Id,SalePrice
1461,123392.68173939303
1462,161286.97174048063
1463,177379.5543331646
1464,192258.53923935138
1465,181539.05679251647
1466,174183.53161991297
1467,178722.0767098945
1468,168554.70706230548
1469,187301.24662089135
1470,124515.51949449653
1471,195940.9710632159
1472,96142.6327080229
1473,96566.46112961051
1474,149888.80158175563
1475,116090.95180157005
1476,372095.7253648186
1477,250837.4858025666
1478,285337.8496303564
1479,259261.33314226323
1480,460853.83380581136
1481,342751.4474070725
1482,207984.49573358137
1483,173773.8930329097
1484,164935.8161787801
1485,175301.48491595878
1486,196875.16145674753
1487,346862.4882743379
1488,232434.8478020358
1489,198757.90613280796
1490,211546.69083125066
1491,190668.65649918542
1492,92611.59722018169
1493,184342.9555053422
1494,284671.32726751105
1495,285027.9208659722
1496,224350.45440434414
1497,184469.29045451985
1498,161622.60733823292
1499,159145.23079014992
1500,153090.03967690203
1501,176312.46379346034
1502,143677.9257733658
1503,297042.9639740748
1504,244395.94471746075
1505,222120.72022682172
1506,188537.16346514752
1507,245196.30388064674
1508,197890.08493282465
1509,157638.79664469074
1510,148817.3954086666
1511,144945.93516484252
1512,168392.73289145943
1513,145216.26026525476
1514,157393.964827026
1515,190288.78200415324
1516,151479.14104514848
1517,164439.01296373783
1518,131444.48019958558
1519,222385.3512778758
1520,133468.49788623748
1521,133667.6932703173
1522,163794.61264880357
1523,113967.15943692697
1524,123473.82774024765
1525,122085.62826680922
1526,116416.22288123767
1527,104203.58154582838
1528,136620.9674958048
1529,150650.62493693354
1530,175483.67188898497
1531,103983.93100379774
1532,102511.8608273401
1533,147282.75073593363
1534,120689.49491089405
1535,146607.6699802785
1536,113246.98784717567
1537,61864.91193231397
1538,159338.38259249236
1539,185727.07499715465
1540,98459.73973189907
1541,140759.97700944144
1542,138766.4963003179
1543,213701.35132816914
1544,75904.98543480513
1545,108505.22407697464
1546,131560.67441422498
1547,131966.6562759637
1548,134992.14148402365
1549,113729.82694555236
1550,134732.93274508516
1551,113104.42222138435
1552,130518.04019022205
1553,145036.61257315477
1554,119226.93383212853
1555,160794.8996376898
1556,83612.45726105539
1557,110054.05101176024
1558,93063.37391001686
1559,79323.84028830063
1560,133955.90169008385
1561,130504.26224820326
1562,128067.04324689433
1563,120149.54821941297
1564,160472.78143087935
1565,142741.94069516266
1566,242394.64390115827
1567,68758.10671601859
1568,227385.82248264295
1569,130201.7876020504
1570,136746.03416597622
1571,112863.52651214553
1572,147637.3573164967
1573,237957.14439849523
1574,116656.49187909818
1575,210535.11907139415
1576,222343.66232456185
1577,188813.74605843204
1578,139988.91395172098
1579,139503.63819507498
1580,192117.43504284404
1581,149038.04441684837
1582,126920.67322948741
1583,327299.61027717835
1584,226480.43367331935
1585,141341.15705684922
1586,71528.53375332254
1587,98953.40568104135
1588,149946.2189881061
1589,95613.90808076729
1590,135295.03718373145
1591,99779.43744353026
