Id,SalePrice
1461,124667.57788085846
1462,162126.68411706152
1463,181496.7747349644
1464,193730.71403491142
1465,182788.3249177317
1466,172787.13055988823
1467,177392.55631865966
1468,164892.77241686799
1469,190003.57586617328
1470,123695.72014765699
1471,199026.6048720789
1472,96933.6260529766
1473,96030.29727269555
1474,149321.72066514028
1475,117393.39550302672
1476,387858.79019901284
1477,249911.32285123007
1478,283554.71817835135
1479,270034.0541721644
1480,462015.2553488868
1481,342274.45013085386
1482,206691.51415294365
1483,169842.1605402882
1484,163896.55218038886
1485,178717.85411419722
1486,196977.87402744155
1487,343175.03289576084
1488,233806.56956683443
1489,197960.23321964245
1490,210930.76339976527
1491,190625.1127640577
1492,93657.69477399354
1493,180448.70049922614
1494,287753.4195441235
1495,290598.6202010687
1496,227049.43901027823
1497,185342.85831989726
1498,161914.6921128836
1499,159656.36155356898
1500,153447.27075997647
1501,174359.75942403942
1502,148038.41666997373
1503,295385.44133864454
1504,245305.46971645844
1505,223878.85025491685
1506,186452.96048583384
1507,249695.5061130007
1508,198925.65255705547
1509,155488.25031401886
1510,146597.8456260141
1511,143929.6221885042
1512,167707.06497418147
1513,143037.79538512434
1514,155472.43905026422
1515,189359.62419638567
1516,151361.74265974207
1517,166737.83478599862
1518,133715.82538023414
1519,221599.68715108017
1520,133645.21606801052
1521,135456.32424076824
1522,168874.14793917
1523,112466.2530476806
1524,123387.32152555302
1525,123477.25342206135
1526,117695.03116411716
1527,107235.85809666941
1528,132878.2439040602
1529,147610.72469822163
1530,175612.11375496123
1531,105626.18059097562
1532,101102.39830025342
1533,146103.8417828844
1534,123775.4138094225
1535,148546.51196015847
1536,113439.0493108137
1537,71116.35228598512
1538,158806.29809111523
1539,195341.69474188372
1540,98735.02835291736
1541,140593.64659577457
1542,139435.02015718512
1543,200817.18670893158
1544,81123.16275371521
1545,107996.88591893592
1546,129175.36585113964
1547,131320.9875463279
1548,135175.03576451197
1549,116969.02470348074
1550,133319.8046737839
1551,114533.2673477626
1552,132171.49586433326
1553,146701.97151442437
1554,119170.03656548666
1555,159406.64087857387
1556,87634.61380465615
1557,108226.49050258877
1558,92248.51802061073
1559,78473.02966819415
1560,135920.78589127265
1561,133065.36759864347
1562,130816.72323239307
1563,120972.40975337767
1564,159104.32378212854
1565,142968.37874250082
1566,248971.19829240575
1567,72412.93024842464
1568,222523.36850999822
1569,136436.42923069364
1570,137724.1069038864
1571,117313.08187784665
1572,147765.62237681058
1573,247916.0093080542
1574,117871.2082101211
1575,216681.7273467402
1576,223681.80490879345
1577,187317.10297844087
1578,140254.03169469928
1579,142793.76501149317
1580,192819.37297112175
1581,154833.48206973317
1582,125620.69353991689
1583,318991.1074185412
1584,227047.96638622665
1585,141914.9502217025
1586,76438.29409043456
1587,97881.20879618678
1588,151556.78738935932
1589,98548.72995744522
1590,135203.78826968095
1591,97409.90513595172
1592,118952.36597772683
1593,124247.38252594217
1594,132636.3915186389
1595,111117.58148278587
1596,245317.81075164516
1597,183688.46264784195
1598,201373.401811391
1599,167216.63442104938
1600,166929.73756659083
1601,68954.17178878543
1602,115053.26000728397
1603,87937.10645519468
1604,270995.39728838706
1605,252850.16285674254
1606,171955.82518297195
1607,176356.32147332386
1608,215537.29577261538
1609,186560.13955450038
1610,147648.01847798392
1611,139881.00429686208
1612,163579.6447368811
1613,165772.4588241429
1614,130846.67680746096
1615,90054.22672039266
1616,74912.41982212653
1617,92374.769685818
1618,124977.82449839446
1619,140890.72174543364
1620,162893.23366729196
1621,134749.7854168389
1622,140460.52768373323
1623,284689.8571912377
1624,213890.99570796182
1625,124170.10819751752
1626,163971.44883675122
1627,186118.21936571007
1628,282991.263564936
1629,173294.747798723
1630,343004.84862922714
1631,221350.92163153514
1632,240073.84157114718
1633,169574.25629750235
1634,184541.48520398315
1635,178920.1175402534
1636,153827.0017371118
1637,188658.1780645804
1638,192050.27759970987
1639,180639.66335175667
1640,261889.5961266508
1641,173795.0047065717
1642,224639.59933764552
1643,229079.08374973267
1644,236014.4458267382
1645,187464.43390460958
1646,159716.72379603222
1647,155840.61891305607
1648,131499.5632072197
1649,139837.16508132807
1650,117196.7711640866
1651,122138.37663180666
1652,98524.6748286732
1653,101915.77424505344
1654,147351.16458890925
1655,145937.35401461387
1656,145735.6731146105
1657,149287.0912445761
1658,146908.107270022
1659,124516.59561324671
1660,153233.02301780882
1661,438527.44773255644
1662,410856.8984639029
1663,387350.1626720929
1664,438649.3242401865
1665,310066.3916857529
1666,328913.2949825781
1667,347128.9355522662
1668,344243.3827684732
1669,293621.84491642116
1670,356879.8987544912
1671,264229.8774065248
1672,436618.7607228441
1673,288577.5112149835
1674,243499.75436091927
1675,179554.10654970724
1676,187102.081970972
1677,216336.25698202572
1678,435402.0290946972
1679,385458.04754545935
1680,361094.24738997663
1681,254749.63439366347
1682,310553.19392575626
1683,179440.37294239784
1684,174833.49011996324
1685,170919.7169819345
1686,168207.8636355992
1687,168615.8142456576
1688,190889.27990377226
1689,194440.76213029522
1690,194099.51216298205
1691,183273.95547996555
1692,267392.39095634717
1693,166985.4339209767
1694,180188.23076145104
1695,163771.55924640858
1696,280575.20923770336
1697,168896.18034894505
1698,348945.0065291875
1699,313485.85460677074
1700,245927.01641610105
1701,277210.2747937249
1702,252397.77222342754
1703,263794.1680983798
1704,282862.94757864944
1705,231610.94361557125
1706,391796.71580065246
